student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
-1.7302788881203073,1.0825339320481637,-0.9800138894060171,-2.4582799927807932,-1.1154588427972174,-0.6642724451157285,-0.5216660010645382,0.09372124421203694,1.2585456791128256,-0.9972019461592255,1.462041453358272,1.0697555309855975,-1.0879443013071357,0.8970717258559173,1.4599350178724588,-0.7967792512671831
-1.7267332346610444,-0.21730504985809024,-0.9800138894060171,2.352310420680603,0.2760384543543347,0.47115985500627205,-0.5216660010645382,1.4139153173810195,-1.5285456788051637,0.3447626563167571,1.462041453358272,0.003274761829547756,-1.0879443013071357,0.8970717258559173,-0.6849619933476799,1.8321573225497463
-1.7231875812017816,0.2159746107773277,0.760847146866126,-1.4822181697596406,0.536944197570251,-0.4750337284287284,-0.5216660010645382,1.1455831886881367,1.2585456791128256,1.6867272587927398,-1.009263909844205,0.003274761829547756,1.7427390072869295,-1.5579396919626578,-0.6849619933476799,-2.111247538175648
-1.7196419277425186,1.0825339320481637,-0.9800138894060171,-1.7610929763371128,1.232692846146027,-0.7588918034592286,-0.5216660010645382,-1.408938676468106,2.2422249819074094,1.6867272587927398,0.4735193080772812,1.0697555309855975,0.327397352989897,-1.5579396919626578,1.4599350178724588,-2.5614079104045744
-1.7160962742832557,-0.6505847104935082,-0.9800138894060171,1.0276550894376095,1.6675357515058875,-1.2319885951767289,-0.5216660010645382,0.7269850679272407,-1.2826258531065169,-0.9972019461592255,-0.020741764563214242,1.0697555309855975,0.327397352989897,-1.5579396919626578,-0.6849619933476799,-0.18456114503584314
-1.7125506208239927,1.5158135926835816,0.760847146866126,2.561466525613707,-1.0284902617252454,-1.7050853868942293,-0.5216660010645382,-0.1316777438899839,0.7667060277155338,-0.9972019461592255,-1.009263909844205,1.0697555309855975,-1.0879443013071357,-0.5057919414689828,-0.6849619933476799,1.8321573225497463
-1.7090049673647298,0.2159746107773277,-0.9800138894060171,1.4459672993038175,-0.8545530995813013,-0.38041437008522844,1.9169353531940923,0.17958752539375908,0.028946550619595203,0.3447626563167571,-0.5150028372037097,1.0697555309855975,1.7427390072869295,-0.5057919414689828,-0.6849619933476799,1.2199392163184064
-1.7054593139054668,0.2159746107773277,-0.9800138894060171,0.539624177927033,-1.2893960049411615,0.18730177997577202,1.9169353531940923,-0.6898085715711801,-1.5285456788051637,-0.9972019461592255,-1.5035249824847006,-1.063206007326502,-1.0879443013071357,0.8970717258559173,-0.6849619933476799,0.18757142934006854
-1.701913660446204,1.0825339320481637,-0.9800138894060171,0.6093428795714013,-0.2457730320774971,-0.0965562950547282,-0.5216660010645382,1.703714016369333,0.5207862020168871,0.3447626563167571,-0.020741764563214242,-1.063206007326502,0.327397352989897,-1.5579396919626578,-0.6849619933476799,0.5657061420123672
-1.6983680069869411,-1.0838643711289262,-0.9800138894060171,0.8882176861488732,0.536944197570251,-0.4750337284287284,-0.5216660010645382,1.2099828995744295,0.8486793029484155,0.3447626563167571,0.9677803807177766,-1.063206007326502,0.327397352989897,1.5985035595183674,1.4599350178724588,1.8321573225497463
-1.694822353527678,-0.6505847104935082,-0.9800138894060171,0.748780282860137,1.0587556840020833,-0.9481305201462287,-0.5216660010645382,-0.7005418567188963,-0.5448663760105792,-0.9972019461592255,-1.009263909844205,2.1362363001416473,0.327397352989897,-0.8565078583002078,-0.6849619933476799,-0.37062743222379985
